words,stepsNeeded
ovate,4
overt,3
ovine,4
ovoid,4
ovolo,4
ovule,3
owing,4
owlet,3
owner,6
oxbow,3
oxeye,4
oxide,5
oxlip,4
oxter,4
ozone,4
paced,5
pacer,3
paddy,7
padre,4
paean,3
paeon,4
pagan,4
pager,4
paint,3
paisa,3
palea,5
paled,3
paler,5
pales,3
pallu,5
pally,5
palmy,4
palpi,4
palsy,4
panda,5
panel,4
panic,4
panne,4
pansy,4
panto,4
pants,3
panty,3
papal,5
papaw,5
paper,5
pappi,4
pappy,5
parch,4
paren,3
parge,5
parka,4
parky,4
parol,4
parry,3
parse,4
party,5
pasha,5
passe,3
paste,5
pasty,5
patch,4
paten,5
pater,3
pathy,4
patio,4
patsy,4
patty,6
pause,4
pavan,3
paver,6
pawky,4
payed,7
payee,5
payer,7
peace,3
peach,4
peaky,3
pearl,4
peart,4
peavy,4
pecan,3
pedal,3
pedes,3
peery,5
peeve,5
peggy,4
pekan,4
pekoe,4
pelta,4
penal,4
pence,4
pengo,4
penis,4
penna,4
penni,3
penny,5
peony,4
peppy,5
perch,5
peril,3
perky,6
perry,7
perse,3
pesky,3
petal,3
peter,5
petit,3
petty,5
pewee,5
pewit,4
phage,4
phare,4
phial,3
phone,3
phono,4
phony,3
photo,4
phyla,4
piano,3
picky,4
picot,4
piece,4
piety,4
piezo,4
piggy,6
pigmy,5
piked,4
piker,4
pikey,4
pilau,3
pilea,3
piled,4
piles,3
pilot,4
pinch,5
pined,3
piney,3
pinky,6
pinna,3
pinny,7
pinon,5
pinta,4
pinto,3
pious,5
pipal,4
piped,4
piper,5
pipet,3
pipit,5
pique,5
pisco,3
pisky,4
pitch,-1
pithy,4
pitta,3
pivot,3
pixie,3
pizza,4
place,3
plage,4
plaid,3
plain,2
plait,4
plane,5
plank,3
plant,4
plash,5
plasm,4
plate,2
platy,3
playa,4
plaza,4
plead,3
pleat,3
plebe,4
plebs,4
plica,4
plied,4
plies,2
pluck,4
plumb,4
plume,5
plump,5
plumy,4
plunk,5
plush,4
poach,3
pocky,5
poddy,5
podge,4
podgy,5
poesy,4
poilu,4
poind,4
point,4
poise,3
poked,6
poker,5
pokey,5
polar,5
poler,6
poley,4
polio,5
polis,4
polka,3
polyp,3
pombe,3
pommy,4
ponce,3
ponga,3
pongo,5
pooch,6
pooka,4
poppa,3
poppy,6
porch,3
pored,4
porgy,4
porky,5
porta,4
poser,5
posey,3
posit,3
posse,5
potch,5
potoo,4
potto,5
potty,4
pouch,4
poult,4
pound,5
pouty,5
power,-1
praam,6
prana,5
prank,5
prase,3
prate,5
prawn,5
preen,5
press,4
prexy,4
price,3
prick,3
pride,4
pried,5
prill,4
prime,5
primp,5
prink,3
print,2
prion,3
prior,6
prism,4
privy,7
prize,6
probe,3
proem,4
prone,2
prong,4
proof,5
props,3
prose,4
prosy,5
proto,4
prove,4
prowl,5
proxy,5
prude,3
prune,3
psalm,3
pshaw,4
psoas,4
psych,3
pubes,4
pubic,4
pubis,4
pucka,4
pudge,6
pudgy,4
puffy,4
puggy,5
pulka,4
pulli,4
pulpy,5
pulse,3
punch,5
punga,3
punky,5
punty,5
pupil,5
puppy,6
purdy,5
puree,3
purer,4
purge,4
purse,4
pursy,3
pussy,4
putty,6
pygmy,4
pylon,3
pyrex,4
pyxis,4
quack,4
quaff,4
quail,4
quake,5
quale,4
qualm,4
quant,4
quare,5
quark,4
quart,5
quash,5
quasi,3
quean,5
queen,4
queer,6
quell,4
quern,3
query,4
quest,4
queue,4
quick,4
quiet,4
quiff,4
quill,4
quilt,5
quint,4
quipu,4
quire,4
quirk,4
quirt,4
quite,4
quits,3
quoin,3
quoit,3
quota,4
quote,4
quoth,4
rabbi,3
rabid,3
racer,3
racon,3
radar,3
radii,3
radio,2
radix,4
radon,4
rager,4
raggy,3
rainy,2
raise,1
rajah,4
rally,4
ralph,4
rambo,3
ramie,2
rammy,5
ramus,2
ranch,3
randy,3
range,3
rangy,4
raper,5
raphe,2
rapid,4
raspy,3
rated,3
ratel,4
rathe,3
ratio,3
ratty,6
ravel,3
raven,4
raver,2
ravin,3
rayed,4
rayon,2
razoo,3
razor,4
reach,3
react,4
ready,3
realm,3
rearm,4
reave,2
rebab,4
rebar,5
rebec,3
rebel,3
rebid,4
rebus,2
rebut,3
recap,5
recce,4
recon,3
recta,4
recti,2
recto,3
recur,4
recut,4
redan,4
redox,4
redux,4
reedy,5
reeve,3
refer,4
refit,3
refix,3
regal,3
reify,2
reign,3
reins,2
relax,3
relay,2
relet,2
relic,3
reman,3
remap,4
remex,5
remit,4
remix,4
renal,4
renew,6
renin,5
repay,3
repel,4
reply,3
repot,4
rerun,4
reset,3
resin,2
retch,4
retia,2
retie,3
retry,4
reuse,2
revel,5
revet,3
revue,3
rheme,4
rheum,3
rhino,2
rhomb,3
rhumb,3
rhyme,4
ribby,3
ricer,3
ricin,4
rider,4
ridge,2
rifle,3
right,2
rigid,3
rigor,4
riley,4
rinse,2
ripen,4
riper,3
risen,3
riser,3
rishi,2
risky,3
ritzy,3
rival,2
riven,5
river,5
rivet,3
riyal,3
roach,3
roast,2
robin,3
robot,3
rocky,3
rodeo,4
roger,4
rogue,2
roily,3
roman,2
ronde,3
rondo,3
roomy,4
roost,2
roper,5
ropes,3
roque,3
rorty,5
rosed,3
rosin,3
rotor,4
rouge,3
rough,4
round,3
rouse,3
roust,3
route,3
rover,6
rowan,3
rowdy,2
rowed,3
rowel,3
rowen,4
rower,5
royal,3
ruble,3
ruche,4
ruddy,3
rugby,3
ruing,3
ruler,3
rumen,4
rummy,4
rumor,4
runny,5
rupee,5
rural,3
rusty,2
rutin,3
saber,2
sable,3
sabot,3
sabra,3
sabzi,3
sacra,4
sadhu,4
sadly,3
saggy,4
sahib,3
saiga,3
saint,3
saker,3
salad,3
salal,4
salat,3
salep,3
sally,3
salon,4
salty,2
salve,3
salvo,5
saman,4
samba,4
sambo,4
sandy,5
sanga,4
sapid,4
sappy,6
saran,3
sarod,2
saros,3
sasin,3
sassy,4
satin,3
satyr,4
sauce,4
saucy,7
sauna,3
saury,4
saute,3
saved,4
saver,4
savin,4
savor,3
savoy,3
savvy,4
sawed,5
scads,4
scald,3
scale,3
scalp,4
scaly,5
scamp,4
scant,2
scape,4
scare,2
scarf,3
scarp,4
scart,2
scary,5
scaup,5
scaur,3
scena,3
scend,4
scene,3
scent,3
schwa,3
scion,3
scoff,5
scold,4
scone,4
scoop,3
scoot,4
scopa,4
scope,3
score,3
scorn,3
scots,4
scour,3
scout,3
scowl,5
scrab,3
scrag,4
scram,5
scran,6
scrap,7
scree,4
screw,3
scrim,3
scrip,3
scrod,3
scrub,3
scrum,4
scudi,3
scudo,3
scuff,4
scull,3
sculp,4
scurf,3
scuta,3
scute,3
seamy,4
sebum,4
sedan,2
seder,3
sedge,4
sedum,5
seedy,4
seine,3
seise,4
seize,4
selah,3
selva,3
semen,4
semis,3
senna,3
sense,4
sepal,4
sepia,3
sepoy,3
septa,4
serai,2
seres,3
serge,3
serif,3
serin,4
serow,3
serum,3
serve,4
servo,4
setae,3
seton,3
setup,3
seven,5
sever,4
sewed,4
sewen,3
sewer,3
sexed,4
shack,3
shade,4
shady,4
shaft,3
shaka,4
shake,5
shako,5
shaky,3
shale,4
shall,5
shalt,4
shama,5
shame,6
shank,4
shant,3
shape,3
shard,4
share,3
shark,3
sharp,5
shave,7
shawl,4
shawm,5
sheaf,4
shear,2
sheen,4
sheep,3
sheer,3
sheet,3
sheik,3
shelf,4
shell,4
sheng,5
sheva,3
shied,3
shies,3
shift,3
shill,3
shine,4
shiny,4
shire,2
shirk,3
shirr,3
shirt,3
shive,5
shoal,3
shoat,3
shock,4
shoji,3
shojo,4
shone,3
shook,4
shoot,4
shore,4
shorn,4
short,3
shote,3
shout,4
shove,4
shown,4
showy,3
shred,3
shrew,2
shrub,4
shrug,4
shuck,4
shunt,3
shush,3
shyer,4
shyly,3
sibyl,4
sided,3
sides,4
sidhe,3
sidle,4
siege,2
sieve,3
sight,3
sigil,3
sigla,3
sigma,3
silex,3
silky,3
silly,4
since,4
sinew,4
singe,3
sinus,3
siren,3
sirup,3
sisal,3
sissy,4
sitar,3
sitch,3
situs,3
sixer,3
sixte,5
sixth,4
sixty,4
sizar,3
sized,4
sizes,5
skate,3
skean,3
skeet,4
skein,4
skell,5
skelp,3
skene,4
skied,4
skier,3
skies,4
skiff,3
skill,4
skimp,5
skink,3
skirl,3
skirr,4
skirt,2
skite,4
skive,5
skoal,4
skulk,4
skull,4
skunk,4
skyey,4
slack,4
slade,3
slain,3
slake,4
slang,4
slant,4
slash,2
slate,2
slave,5
sleek,5
sleep,4
sleet,5
slept,3
slice,3
slick,3
slide,4
slime,5
slimy,4
sling,3
slink,4
sloka,4
sloop,4
slope,4
slops,4
slosh,3
sloth,4
slows,5
sluit,2
slump,4
slung,3
slunk,4
slurp,3
slush,5
slyly,4
slype,3
smack,5
small,4
smalt,4
smarm,5
smart,3
smash,3
smaze,4
smear,3
smell,6
smelt,4
smile,3
smirk,4
smite,5
smith,4
smock,5
smoke,4
smoky,4
smolt,5
smore,5
smote,4
smush,4
snack,3
snafu,3
snail,2
snake,5
snaky,4
snaps,5
snare,4
snark,4
snarl,5
sneak,3
sneck,4
sneer,4
snell,3
snick,3
snide,4
sniff,4
snipe,3
snoek,3
snood,4
snook,5
snoop,3
snoot,3
snore,6
snort,4
snout,4
snowy,3
snuck,3
snuff,4
soapy,4
sober,5
socle,3
sodic,3
sofar,4
softa,3
softy,3
soggy,4
solan,3
solar,4
soldi,4
soldo,4
soles,3
solid,4
solve,4
sonar,5
sonic,4
sonny,3
sonsy,5
sooth,5
sooty,3
sophy,3
sopor,3
soppy,4
sorry,3
sorus,4
sotol,3
sough,4
sound,3
soupy,4
souse,6
south,4
space,4
spacy,4
spade,5
spahi,3
spall,5
spang,3
spank,4
spare,5
spark,5
spasm,3
spate,4
spawn,4
speak,4
spear,4
speck,3
specs,4
speed,3
spelk,4
spell,4
spelt,4
spend,5
spent,4
sperm,3
spica,3
spice,3
spicy,4
spied,3
spiel,3
spiff,5
spike,4
spiky,4
spile,2
spill,4
spilt,4
spine,5
spire,3
spiro,4
spirt,4
spite,6
spitz,4
splat,4
splay,4
split,3
spoil,4
spoke,3
spoof,4
spook,5
spool,6
spoon,4
spoor,3
spore,2
sport,2
spout,5
sprag,4
sprat,3
spray,5
spree,3
sprig,3
sprit,2
sprue,4
spume,3
spunk,5
spurn,3
spurt,3
squab,4
squad,5
squat,5
squaw,6
squib,3
squid,4
squit,3
stack,3
staff,5
stage,3
stagy,3
staid,3
stain,3
stair,3
stake,4
stale,3
stalk,4
stall,5
stamp,6
stand,3
stank,4
stare,6
stark,3
start,4
stash,4
state,5
stave,5
stays,4
stead,3
steak,3
steal,4
steam,5
steed,3
steel,4
steen,5
steep,3
steer,5
stein,4
stela,4
stele,3
steno,3
stent,3
stere,3
stern,4
stick,3
stiff,4
stile,4
still,3
stilt,4
sting,3
stink,2
stint,4
stipe,4
stirk,3
stoat,4
stock,4
stoep,2
stogy,3
stoic,3
stoke,3
stole,4
stoma,4
stomp,4
stone,5
stony,2
stood,4
stook,5
stool,6
stoop,3
stope,2
store,7
stork,3
storm,4
story,5
stoup,5
stour,3
stout,5
stove,6
strap,3
straw,4
stray,5
strew,4
stria,2
strip,3
strop,3
strow,3
strum,3
strut,3
stuck,3
study,3
stuff,4
stump,5
stung,3
stunk,4
stunt,5
stupa,4
stupe,3
style,4
stylo,3
suave,6
sucre,4
sudra,3
suede,4
sugan,4
sugar,4
suing,4
suint,3
suite,6
sulfa,4
sulky,4
sully,4
sumac,3
sumph,4
sunny,3
sunup,4
super,6
surah,4
sural,3
surge,4
surly,4
surra,4
sutra,3
swage,7
swain,4
swale,5
swami,4
swamp,5
swank,5
sward,5
sware,7
swarf,6
swarm,4
swart,5
swash,5
swath,4
swear,5
sweat,4
swede,5
sweep,5
sweet,6
swell,7
swept,4
swift,4
swill,5
swine,5
swing,5
swipe,5
swirl,5
swish,3
swiss,3
swoon,4
swoop,5
sword,4
swore,-1
sworn,5
swung,4
sylph,3
synch,3
synod,3
syrup,3
tabby,4
tabes,3
tabla,3
table,5
taboo,4
tabor,4
tache,4
tacit,5
tacky,4
taffy,5
tafia,4
taiga,4
taint,4
taken,4
taker,3
takin,3
tales,2
talky,3
tally,4
talon,3
taluk,4
talus,3
tamer,4
tammy,6
tanga,3
tangi,3
tango,4
tangs,3
tangy,2
tania,3
tanka,3
tansy,3
tapas,4
taper,2
tapir,4
tapis,3
tappa,4
tardy,6
targe,6
tarot,4
tarry,6
tarse,5
tarsi,2
taste,6
tasty,6
tater,5
tatie,2
tatty,7
taunt,4
taupe,5
tawny,3
tawse,5
taxed,5
taxis,4
taxon,4
tayra,3
teach,3
teary,4
tease,4
techy,4
teddy,4
teems,3
teens,4
teeny,4
teeth,3
tekke,4
telic,5
tempi,4
tempo,4
tempt,5
tench,4
tenet,4
tenon,3
tenor,3
tense,5
tenth,4
tepal,2
tepee,5
tepid,4
terne,3
terry,4
terse,4
testa,3
testy,4
tetra,4
thana,3
thane,3
thank,4
theca,3
theft,3
thegn,3
theme,3
there,4
therm,4
these,4
theta,4
thick,3
thief,3
thigh,3
thill,3
thine,4
thing,3
think,4
thiol,4
third,4
thole,4
thong,4
thorn,3
thorp,4
those,4
three,5
threw,4
thrip,4
throb,3
throe,4
throw,4
thrum,4
thuja,4
thumb,4
thump,4
thyme,4
tiara,4
tibia,4
tidal,4
tided,5
tiger,3
tigre,4
tikka,4
tilde,3
tiled,5
tiler,2
tilth,3
timed,5
timer,4
times,3
timid,4
tinea,3
tinge,2
tinny,3
tippy,4
tipsy,3
tired,3
titan,3
titer,5
tithe,4
title,4
titre,4
titty,4
tizzy,5
toady,4
toast,5
today,4
toddy,6
toffy,5
tokay,4
token,4
tommy,5
tonal,4
toned,4
toner,3
tonga,5
tongs,3
tonic,2
tonus,4
tooth,4
topaz,3
topee,4
topic,3
toque,3
torch,3
toric,4
torii,3
torse,6
torsk,3
torso,4
torta,5
torus,3
total,5
totem,4
totty,5
tough,4
towel,4
tower,4
towny,4
toxic,4
toxin,3
toyon,3
trace,4
track,4
tract,4
trade,3
tragi,3
trail,6
train,4
trait,4
tramp,4
trank,6
traps,3
trash,4
trass,6
trawl,5
tread,3
treat,4
treed,4
treen,5
trend,4
tress,3
trews,3
triad,3
trial,2
tribe,3
trice,4
trick,4
tried,6
trier,6
trike,5
trill,5
trine,6
tripe,2
trite,7
trogs,3
troll,4
tromp,5
trona,4
tronc,3
troop,4
trope,4
troth,4
trout,4
trove,5
truce,5
truck,3
truer,3
trull,3
truly,4
trump,4
trunk,5
truss,3
trust,3
truth,6
tryst,4
tsuba,4
tsubo,4
tubal,4
tubby,5
tuber,3
tulip,3
tulle,4
tulsi,3
tumid,4
tummy,6
tumor,3
tuned,3
tuner,4
tunic,3
tunny,6
tupik,4
tuque,5
turbo,4
turfy,4
turns,3
turps,3
tusky,4
tutee,4
tutor,4
tutti,4
twain,5
twang,4
tweak,3
tweed,4
tween,4
tweet,4
twerp,4
twice,4
twill,4
twine,5
twink,4
twiny,5
twirk,3
twirl,4
twist,3
twite,4
twixt,4
tying,4
udder,4
uhlan,3
ukase,4
ulcer,4
ulema,5
ulnae,4
ultra,4
umbel,4
umber,4
umbra,4
umiak,3
unapt,4
unarm,3
unary,4
unbar,5
unbox,3
uncap,3
uncle,4
uncut,4
under,5
undid,3
undue,4
unfed,4
unfit,3
unify,4
union,5
unite,4
unity,3
unlay,4
unlet,3
unlit,4
unman,5
unmet,4
unpeg,4
unpin,4
unrig,3
unrip,4
unsay,4
unsee,4
unset,4
unsex,4
untie,3
until,4
unwed,5
upend,4
upper,5
upset,3
urate,6
urban,4
ureid,4
urger,6
urial,3
urine,5
usage,3
usher,3
usual,5
usurp,3
usury,3
uteri,4
utile,4
utter,3
uvula,4
vagal,4
vague,4
vairy,6
vajra,4
vakil,4
valet,6
valid,4
valor,3
valse,4
value,4
valve,5
vapid,4
vapor,4
varec,4
varix,4
varna,5
varus,4
varve,4
vatic,5
vault,5
vaunt,6
veery,6
velar,4
veldt,4
velum,4
venal,6
venom,5
venue,4
verge,4
verse,5
verso,3
verst,3
verve,4
vesta,4
vetch,6
vexed,5
viand,4
vicar,4
video,4
vigil,4
vigor,4
villa,3
vinyl,4
viola,4
viper,4
viral,3
vireo,4
virga,5
virtu,3
virus,3
visit,4
visor,3
vista,4
vital,4
vitta,5
vivid,4
vixen,4
vocal,5
vodka,4
vogue,4
voice,5
voile,5
volar,6
volet,4
volva,4
vomer,7
vomit,4
voter,3
vouch,5
vowed,5
vowel,6
vulva,5
vying,5
wacke,5
wacky,5
waddy,-1
wader,6
wafer,5
waged,4
wager,5
wages,4
wagon,4
wahoo,5
waist,4
waive,4
waken,4
wakes,-1
waler,6
wally,5
waltz,5
waned,4
washy,3
waspy,4
waste,7
watch,-1
water,-1
waved,7
waver,7
waxen,5
wazir,5
weary,3
weave,5
weber,5
wedge,6
weedy,5
weeny,4
weeps,4
weepy,5
weigh,4
weird,3
welly,-1
welsh,3
wench,4
whack,4
whale,4
whang,5
whare,3
wharf,4
whaup,4
wheal,4
wheat,4
wheel,4
wheen,4
whelk,3
whelm,4
whelp,5
where,5
which,4
whiff,4
while,6
whine,5
whiny,4
whirl,4
whisk,3
whist,2
white,5
whits,4
whity,4
whole,5
whoop,4
whore,4
whorl,4
whose,5
widen,3
widow,4
width,4
wield,4
wifie,4
wiggy,7
wight,4
wilga,4
willy,7
wince,4
winch,6
windy,4
wined,4
winze,4
wiper,5
wired,5
wirra,4
wiser,3
wispy,4
witan,4
witch,-1
withe,5
withy,3
witty,4
wizen,4
wodge,5
woman,4
wonga,6
wonky,4
woody,6
woosh,3
woozy,6
wordy,5
works,3
world,5
wormy,4
worry,4
worse,7
worst,4
worth,5
would,5
wound,6
woven,4
wrack,6
wrath,5
wreak,6
wreck,4
wrest,3
wrier,7
wring,4
wrist,5
write,3
wrong,4
wrote,7
wroth,5
wrung,4
wryly,4
xebec,4
xenon,4
xeric,4
xoana,4
xylem,3
xysti,4
yabby,5
yacht,3
yahoo,4
yajna,3
yakka,4
yapok,3
yappy,6
yarak,3
yawny,4
yearn,4
yeast,5
yerba,4
yield,5
yodel,5
yokel,5
young,4
yourn,5
yours,3
youse,7
youth,4
yucca,4
yucky,6
yulan,4
yummy,7
zamia,4
zayin,4
zebra,4
ziffs,5
zinco,3
zippy,6
zloty,4
zokor,5
zonal,5
zoned,5
zooid,4
zorro,4
zowie,4
